energy,#photons/mAs-sr-keV
1.0,0.0
2.0,1.111e-5
3.0,6.1889e6
4.0,3.106e9
5.0,2.3097e10
6.0,5.068e10
7.0,7.0832e10
8.0,8.1325e10
9.0,8.4776e10
10.0,8.3892e10
11.0,7.7672e10
12.0,7.2411e10
13.0,6.7389e10
14.0,6.2562e10
15.0,5.7542e10
16.0,5.2502e10
17.0,4.7546e10
18.0,4.2739e10
19.0,3.8115e10
20.0,3.369e10
21.0,2.9473e10
22.0,2.5462e10
23.0,2.1653e10
24.0,1.8041e10
25.0,1.4617e10
26.0,1.1372e10
27.0,8.2967e9
28.0,5.3821e9
29.0,2.6194e9
30.0,0.0
