energy,#photons/mAs-sr-keV
1.0,0.0
2.0,1.4888e-5
3.0,6.1767e6
4.0,2.6637e9
5.0,1.8285e10
6.0,3.7957e10
7.0,5.0629e10
8.0,5.5585e10
9.0,5.5316e10
10.0,5.2045e10
11.0,4.6259e10
12.0,4.0567e10
13.0,3.4912e10
14.0,2.9382e10
15.0,2.3935e10
16.0,1.8665e10
17.0,1.3622e10
18.0,8.8265e9
19.0,4.2869e9
20.0,0.0
